index, total_norm_before, time_r, total_norm_after,        sen_train_before, spe_train_before, sen_train_after, spe_train_after, time_train,        sen_test_before, spe_test_before, sen_test_after, spe_test_after, time_test 
117,0.7972,0.147,0.0878,24.39,65.85,92.67999999999999,65.85,8.0,24.39,68.28999999999999,90.24,0.0,0.2278
118,0.6067,0.151,0.0916,30.23,58.14,81.39999999999999,53.49,8.0,28.57,83.33,100.0,14.29,0.822
119,0.5662,0.155,0.1497,41.86,69.77,76.74,67.44,8.0,27.91,76.74,88.37,23.26,0.2332
120,0.668,0.1452,0.3012,33.33,83.33,83.33,83.33,8.0,36.59,78.05,95.12,7.32,0.809
121,0.7413,0.151,0.2116,25.0,65.91,90.91,65.91,8.0,25.0,56.82000000000001,100.0,0.0,0.2422
122,0.417,0.149,0.0374,45.24,73.81,95.24000000000001,73.81,8.0,53.66,63.41,97.56,0.0,0.8091
123,0.7584,0.15,0.0915,23.810000000000002,64.29,88.1,64.29,8.0,35.709999999999994,64.29,100.0,0.0,0.2335
124,0.7953,0.154,0.1895,20.0,75.56,95.56,75.56,8.0,38.64,70.45,97.72999999999999,0.0,0.847
125,0.7336,0.146,0.3691,26.83,73.17,73.17,68.28999999999999,8.0,29.270000000000003,78.05,97.56,7.32,0.2262
126,0.7525,0.143,0.2137,21.95,68.28999999999999,82.93,60.980000000000004,8.0,26.83,85.37,92.67999999999999,2.44,0.2272
127,0.5289,0.139,0.0075,43.59,66.67,92.31,66.67,8.0,60.529999999999994,71.05,100.0,0.0,0.7591
128,0.6917,0.14,0.1282,29.270000000000003,68.28999999999999,87.8,65.85,8.0,17.5,97.5,92.5,5.0,0.774
129,0.7038,0.134,0.013,24.32,67.57,91.89,67.57,8.0,19.439999999999998,63.89,88.89,2.78,0.7086
130,0.6881,0.143,0.0624,33.33,71.43,88.1,71.43,8.0,33.33,54.76,90.48,0.0,0.231
131,0.7308,0.138,0.1017,20.51,69.23,94.87,61.53999999999999,8.0,30.769999999999996,76.92,87.18,10.26,0.2232
132,0.7039,0.1311,0.0676,27.779999999999998,69.44,83.33,69.44,8.0,28.57,82.86,94.28999999999999,0.0,0.7211
133,0.6989,0.13,0.0819,28.57,85.71,85.71,80.0,8.0,26.47,73.53,94.12,11.76,0.7014
